10001	1
10003	2
1000_A	3
10012	4
10020	5
10029	6
10039	7
1004	8
10043	9
10050_NA	10
10053_A	11
10056	12
10061	13
10068_A	14
10068_B	15
10072	16
10081	17
10082	18
10083	19
10087	20
10094	21
10097	22
10098	23
1010	24
10104	25
10106	26
10107	27
10108	28
1011	29
10111	30
10114	31
10123	32
1012_A	33
1012_B	34
1012_NA	35
10136	36
10137	37
10139	38
10140	39
10144	40
1016	41
10163	42
10172	43
1018	44
10184	45
10194_NA	46
10203	47
10206	48
1021	49
10214	50
10224_NA	51
10230	52
10235	53
10255_A	54
10261	55
10264	56
10267	57
10268	58
10271	59
10272	60
10278	61
10280	62
10281	63
10291_A	64
10291_NA	65
10297	66
10299	67
1030	68
10300	69
10305_NA	70
10308	71
10309_NA	72
10314	73
1032	74
10320	75
10323	76
1034	77
10343	78
10346	79
10356	80
10359	81
10366	82
10375_A	83
10381	84
10384	85
10386	86
10387	87
10396	88
10400	89
10404	90
1041	91
10414	92
10416	93
10418	94
10432	95
10437	96
1044	97
10460	98
10463	99
10468	100
10471	101
10474	102
10476_A	103
10481	104
10482	105
10487	106
10494_NA	107
10495	108
10500	109
1051	110
10516_NA	111
10520	112
10531	113
10537	114
10543	115
10546	116
10547	117
10548	118
10550	119
10561_A	120
10561_B	121
10566	122
10573	123
10574	124
10577	125
10579	126
10583	127
10586	128
10592	129
10607	130
10608	131
1060_A	132
1060_B	133
10612	134
10613	135
10620	136
10621	137
10622	138
1063	139
10638	140
10643	141
10646_NA	142
10652	143
10661	144
10668	145
10676	146
10681	147
10685	148
10687	149
10695	150
1070	151
10700	152
10706	153
10715	154
1072	155
10727	156
10736	157
10739	158
10740	159
10753	160
10755	161
10759	162
10761	163
10765_A	164
10765_NA	165
10770_NA	166
10796	167
10802	168
10803	169
10807	170
10810	171
10822	172
10827	173
10829_A	174
10829_B	175
10834_A	176
10840	177
10847	178
10857	179
10871	180
10872	181
1087_A	182
10880	183
10892	184
10898	185
109	186
1090	187
10905_A	188
10920	189
10921	190
10923	191
10950	192
10958	193
10977	194
10979	195
10980	196
10989	197
10994_A	198
10994_NA	199
10998	200
110	201
11001	202
11007	203
11009	204
11034	205
11035	206
11040	207
11051	208
11052	209
11056	210
1106	211
11060	212
11063	213
11064	214
11068	215
11071	216
11072	217
11075	218
11095	219
11096	220
1110	221
11100	222
11102	223
11103	224
11110	225
11112	226
11115	227
11118	228
11121	229
11127	230
11137	231
11138	232
11139	233
11144	234
11154	235
11156	236
11159	237
1116	238
11172	239
11178_A	240
1117_NA	241
1118	242
11190	243
11198	244
11199	245
11212	246
11215	247
11223	248
11227	249
11233	250
11238	251
11241	252
11242	253
11246	254
11248	255
11251	256
11253_A	257
11256	258
11257	259
11261	260
11266	261
11280	262
11281	263
11282	264
11284	265
11288	266
11292_A	267
11292_B	268
11298	269
11299	270
113	271
11309	272
11311	273
1134_A	274
11354	275
11357	276
1136	277
11361	278
11368	279
11373_NA	280
11377	281
11382	282
11385	283
11388	284
114	285
11402	286
11413_A	287
11414	288
11418_A	289
11418_B	290
11424	291
11425	292
11441	293
11447	294
1144_A	295
11452	296
11454	297
11458	298
11468	299
11477	300
11481	301
11488	302
115	303
1150	304
11506	305
1151	306
11528	307
11530	308
11534	309
11537	310
11540	311
11542	312
11556_A	313
11561	314
11564	315
1157	316
11570	317
11577	318
11581	319
11591	320
11593	321
11599_A	322
11599_NA	323
116	324
11601	325
11608	326
1161	327
11624	328
11626	329
11628	330
11630_A	331
11630_B	332
11631	333
11632	334
11637	335
11642	336
11643	337
11646	338
11648	339
11652	340
11655	341
11660	342
11666	343
11667	344
11687	345
11695	346
11701	347
11704_A	348
11704_B	349
11704_NA	350
1171	351
11722_A	352
11722_NA	353
11726_A	354
11726_NA	355
11727	356
11737	357
11742	358
11745	359
11746	360
11754	361
11755	362
11757	363
1176	364
11763	365
11769_A	366
11769_B	367
11777	368
11778	369
11781	370
11782	371
11787_A	372
11792	373
11795	374
11808	375
11830	376
11832_NA	377
11838	378
11852	379
11857	380
1186	381
11870	382
11874	383
11885_A	384
11886	385
11892	386
11897	387
119	388
11912	389
11914	390
11924	391
1193	392
11931_A	393
11931_A	394
11935	395
11939_A	396
11947	397
11948	398
11950_A	399
11951	400
11952	401
11953_NA	402
11955	403
11968_A	404
11968_NA	405
11968_NA	406
11969	407
11974	408
11978	409
11989	410
11994	411
11998	412
120	413
12013	414
12027	415
12032	416
12042	417
12047_A	418
12047_B	419
12048_NA	420
12060	421
12066	422
12073	423
12076	424
1208	425
12089_NA	426
12091	427
12092	428
12098	429
12104	430
12105	431
12108_NA	432
12112	433
12117	434
12118	435
12125	436
12134	437
12136	438
12139	439
12144	440
12146	441
12147	442
12151	443
12153	444
12156	445
12160	446
12170	447
12174	448
12188_A	449
12189	450
12191	451
12192	452
12194	453
12202	454
12205	455
12215	456
12227	457
12232_A	458
12232_B	459
12235	460
12248	461
12265	462
12278	463
12282	464
1230	465
12300	466
12302	467
12313_A	468
12315	469
12318	470
12319	471
12322	472
12330_A	473
12330_NA	474
12335	475
12339	476
12342	477
12347	478
12362	479
12364	480
12376	481
12382	482
12385	483
124	484
12400	485
12408	486
12413	487
12414	488
12417	489
12428	490
12442	491
12449	492
12455_A	493
12455_B	494
12456_NA	495
12460	496
12462	497
12466	498
12468_A	499
12468_B	500
12475	501
12480_NA	502
1249	503
12496	504
12507	505
12526	506
12527	507
12528	508
12529	509
12530	510
12532	511
12534	512
12537	513
12543_NA	514
12549	515
12550	516
12561	517
12565_A	518
12566	519
12571_A	520
12571_B	521
12575	522
12577	523
12584	524
12585	525
12588_A	526
1259	527
12617_A	528
12625	529
12639	530
12643	531
12645	532
12654	533
12659	534
12672	535
12673	536
12674	537
12686	538
12688	539
12695	540
12699	541
1270	542
12700	543
12703	544
12707	545
12709	546
1271	547
12712_A	548
12713	549
12718	550
12719	551
12724	552
12730	553
12732	554
1274	555
12745	556
1275	557
12751	558
12754	559
12756	560
12760	561
12761	562
12762	563
12765_A	564
12767	565
12774	566
12779	567
12783	568
12786	569
12791	570
12793	571
12795	572
1280	573
12808	574
1281	575
1283	576
12840	577
12866_A	578
12866_NA	579
12867	580
12873	581
1288	582
12899	583
129	584
1290	585
12905	586
12907	587
1292	588
1293	589
1294	590
12947	591
12949	592
12957	593
12961	594
12998	595
13007	596
13012	597
13024	598
13025	599
13039	600
13040	601
13042	602
13046_A	603
13048	604
13066	605
13074	606
13075	607
13084	608
13086	609
1310	610
13102	611
13112	612
13122	613
13129	614
13131	615
13134_A	616
13134_NA	617
13137	618
13155	619
1316	620
13162	621
13167_NA	622
13169_A	623
1317	624
13172	625
13180_A	626
13180_B	627
132	628
1320	629
13212	630
1322	631
13227	632
13233	633
13237	634
13241	635
13247	636
13257	637
13270	638
13297_A	639
13302	640
13307	641
13315	642
13325	643
13326	644
13329	645
13334	646
1334	647
13341	648
1335	649
13358	650
13365	651
1337	652
13371	653
13379	654
1338	655
13381	656
13383	657
134	658
13402	659
13406	660
13418	661
13424	662
13430	663
13432	664
13433	665
1345	666
13460	667
13467	668
13472	669
13476	670
13479_A	671
13481	672
13486	673
13489	674
13492	675
13495	676
13505	677
13508	678
13514	679
13519	680
13523	681
13534	682
13540	683
13549	684
1356	685
13570	686
13575	687
1358	688
13581	689
13586	690
13594	691
13601	692
1361	693
13614	694
13617	695
13645	696
13648	697
1364_A	698
1364_NA	699
13653	700
13657	701
13660	702
13661	703
13662	704
13665	705
13668	706
13671	707
13675_NA	708
13676	709
1367_A	710
13687	711
13690	712
13691	713
13692	714
13700	715
13707	716
13717	717
13733	718
13736	719
13737	720
13749	721
13751	722
13760	723
13761	724
13769	725
13780	726
13786_A	727
13788	728
13808_A	729
13811_NA	730
13817	731
13831_A	732
13831_NA	733
13844	734
1385	735
13853_A	736
13853_B	737
13860	738
13868	739
13892_NA	740
13896	741
13898	742
139	743
13900	744
13904	745
13908	746
13919	747
13925	748
13930	749
13936_A	750
13941	751
13943	752
1395	753
13950	754
13955	755
13956	756
13957	757
13969	758
13978	759
1398	760
1399	761
140	762
1400	763
14005	764
14008	765
1401	766
14012	767
14014	768
14017	769
14023	770
14045	771
1405	772
14058	773
14064	774
14081	775
14085	776
1408_A	777
14094	778
14095	779
14105	780
14114_A	781
14116	782
14128	783
14140_A	784
14140_B	785
14153	786
14156	787
14160	788
14171_NA	789
14184	790
14191	791
14198	792
14209	793
14211	794
14225	795
1423	796
14230	797
14241	798
14244	799
1425	800
1425	801
14253	802
14261	803
14262	804
14265	805
14266	806
14270	807
14279_A	808
1428	809
14288	810
14296	811
14337	812
14341	813
14348_NA	814
14353	815
14361	816
1437	817
14371	818
14373	819
14383	820
14420	821
14423	822
14429	823
14439	824
1444	825
14445	826
14448	827
14450	828
14452	829
1446	830
14464	831
14465	832
14470	833
14473	834
1448	835
14482	836
14486	837
14495	838
1450	839
14505	840
14507	841
14510	842
14512	843
14514	844
14523	845
14534	846
14535	847
1453_A	848
14553	849
14556	850
14560	851
14573	852
14576	853
14593	854
14602	855
14610_A	856
14611	857
14617	858
14627	859
14629	860
14654	861
14676	862
14678	863
147	864
14726	865
14728	866
1473	867
14732	868
14733_A	869
14736	870
1474	871
14742	872
14744	873
14755	874
14772	875
14776	876
14787	877
14793	878
14796	879
14799	880
14799	881
14799	882
14799	883
14813	884
14818	885
14820	886
1483	887
14832	888
14841	889
14845	890
14848	891
14863	892
14865	893
14868	894
14871	895
14876	896
1488	897
14881	898
14889	899
14892	900
1490	901
14905	902
14913	903
14914_A	904
14919	905
14929_A	906
14930	907
14941	908
14946	909
1496	910
14968	911
14969	912
14977	913
14988	914
150	915
15003	916
15008	917
15012	918
15013	919
15017	920
15021	921
1504	922
15050	923
15051	924
15062	925
15065	926
15074	927
15077	928
15082	929
15083	930
15093	931
15109	932
15110	933
15113_A	934
15113_NA	935
15123	936
15137	937
15141	938
15144	939
15145	940
15150_NA	941
15151	942
15154	943
1515_A	944
1515_B	945
1515_NA	946
15172_A	947
15172_B	948
15175	949
15176	950
15184	951
15185	952
15192	953
15196_A	954
15199	955
151_A	956
1520	957
15216	958
15225	959
15226	960
15227_NA	961
15241	962
1525	963
15250	964
15252	965
15252	966
1528	967
15283	968
15284	969
15290	970
15298	971
15311	972
15312	973
15319	974
15337	975
1534	976
15345	977
15349	978
15352	979
15355	980
15357	981
15365	982
15366	983
15368	984
1537	985
15377	986
15385	987
15387	988
15395_A	989
15402	990
15409	991
15412	992
1542	993
15422	994
15427	995
15433	996
15435	997
15436	998
1543_A	999
1543_NA	1000
15442	1001
15456	1002
15474	1003
15476	1004
15489	1005
15500	1006
15502_A	1007
15502_NA	1008
15503	1009
15507	1010
15523	1011
15528	1012
15540_A	1013
15540_B	1014
15552	1015
15553	1016
15557	1017
15583	1018
1559	1019
15591	1020
155_NA	1021
15618	1022
15622	1023
15626	1024
15628_A	1025
15628_B	1026
15633	1027
15634	1028
