ind_info	LFMM_ID
0.564876524163	1
0.0657881821685	2
0.648206080596	3
0.063433639003	4
0.269665179472	5
0.476790226009	6
0.635672472801	7
0.619616340307	8
0.736896687881	9
0.302389885845	10
0.275137288522	11
0.685081471229	12
0.0361907242079	13
0.559156136489	14
0.58337313105	15
0.72750247528	16
0.0654655082376	17
0.449660602909	18
0.114757698905	19
0.739661337008	20
0.698193478242	21
0.739661337008	22
0.112606110719	23
0.405854798785	24
0.0657881821685	25
0.463573127836	26
0.625386669845	27
0.453052235215	28
0.277428283654	29
0.259777847807	30
0.715753768329	31
0.619645006023	32
0.613723558972	33
0.720413001954	34
0.718041169947	35
0.0647596492486	36
0.0363898102395	37
0.727287953565	38
0.0	39
0.717268525897	40
0.177697334556	41
0.30062061847	42
0.670200453685	43
0.452839039837	44
0.267440703592	45
0.369224944111	46
0.158725911082	47
0.091595542488	48
0.639721309262	49
0.572699185679	50
0.117631958678	51
0.496048335897	52
0.13978634909	53
0.682250305778	54
0.0920500432946	55
0.444732320548	56
0.552204774219	57
0.637933740049	58
0.0	59
0.438577187432	60
0.199055602326	61
0.679498384095	62
0.0357199321137	63
0.131961696382	64
0.703478428066	65
0.510916539887	66
0.666572745487	67
0.239175318212	68
0.0881012601872	69
0.063433639003	70
0.110777066981	71
0.189059910122	72
0.562687079478	73
0.467696482185	74
0.063433639003	75
0.131961696382	76
0.608042047061	77
0.595751932102	78
0.37672813929	79
0.641603320257	80
0.505725624131	81
0.263880715349	82
0.707850152438	83
0.196710788745	84
0.583584981827	85
0.662221164879	86
0.686794601487	87
0.472277814386	88
0.554386262474	89
0.554386262474	90
0.67871391317	91
0.724280812108	92
0.0365741449952	93
0.641603320257	94
0.337488709595	95
0.0888412965741	96
0.698727018794	97
0.500464388513	98
0.315356412512	99
0.151949951981	100
0.494292602219	101
0.284167159958	102
0.555872063964	103
0.61077079891	104
0.724257252345	105
0.0	106
0.286763485692	107
0.671475398892	108
0.204068868873	109
0.738541338293	110
0.444732320548	111
0.486918037729	112
0.579133715373	113
0.43185180315	114
0.113377392447	115
0.555872063964	116
0.0	117
0.714715063174	118
0.195433672604	119
0.424294616407	120
0.0370658415852	121
0.695980311771	122
0.576464746105	123
0.216285233465	124
0.721476863077	125
0.115387726503	126
0.705717017462	127
0.138405268289	128
0.371605745118	129
0.720413001954	130
0.385970822022	131
0.43185180315	132
0.705011807622	133
0.0647596492486	134
0.321131379394	135
0.337640612116	136
0.746762063381	137
0.486918037729	138
0.699576138973	139
0.72527121295	140
0.4666383444	141
0.419006662735	142
0.732959280489	143
0.716621863672	144
0.0643658412121	145
0.281502965103	146
0.694732253647	147
0.583318512235	148
0.0666696368291	149
0.13688765849	150
0.214946518863	151
0.311610200134	152
0.449660602909	153
0.482703995895	154
0.656391303386	155
0.366774633505	156
0.500464388513	157
0.70687704475	158
0.485722574664	159
0.109452358163	160
0.701335332489	161
0.13688765849	162
0.0	163
0.675397436252	164
0.687660798573	165
0.595154671279	166
0.345149463731	167
0.0	168
0.0940602099592	169
0.521367067479	170
0.710022729397	171
0.177697334556	172
0.533571932324	173
0.714453081695	174
0.594003128227	175
0.609911553107	176
0.263616905204	177
0.609911553107	178
0.134226716961	179
0.531026569801	180
0.036746956574	181
0.427506998372	182
0.683286490517	183
0.547030716317	184
0.506218083812	185
0.140435670577	186
0.419006662735	187
0.693069677128	188
0.498639808953	189
0.455828353594	190
0.735975128239	191
0.115387726503	192
